epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
67,59550.1,1.21441,1.47889,1.28313,0.56089,0.37514,0.40006,0.28205,1.14202,1.38249,1.22196,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
68,60431.5,1.21214,1.47129,1.28104,0.55821,0.37566,0.40066,0.28253,1.14102,1.37961,1.22089,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
69,61310.8,1.21018,1.46801,1.27796,0.55846,0.37532,0.4015,0.2832,1.14037,1.37662,1.21977,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
70,62185.7,1.21079,1.4639,1.27659,0.56192,0.37493,0.40279,0.28426,1.13946,1.37442,1.21881,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
71,63066.8,1.21014,1.46328,1.27767,0.56014,0.37704,0.40362,0.28489,1.13861,1.37141,1.21756,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
72,63945.2,1.2088,1.46242,1.27661,0.56159,0.37734,0.40435,0.28516,1.13735,1.36856,1.21612,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
73,64828.7,1.20672,1.45821,1.27478,0.55997,0.37948,0.40562,0.28606,1.13601,1.36521,1.21496,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
74,65718.4,1.20535,1.45778,1.27307,0.56374,0.38075,0.40664,0.28673,1.13505,1.36152,1.21368,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
75,66601.6,1.20328,1.45014,1.27161,0.56033,0.38004,0.40747,0.28764,1.13409,1.35816,1.21273,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
76,67490.2,1.20381,1.45008,1.27209,0.55667,0.38458,0.40865,0.28857,1.13307,1.35549,1.21156,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
77,68370.4,1.20326,1.45173,1.27107,0.55695,0.38418,0.40963,0.28916,1.13203,1.35223,1.21024,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
78,69249.1,1.2013,1.44636,1.27071,0.55628,0.38539,0.4106,0.28978,1.13082,1.34949,1.20914,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
79,70132,1.20004,1.43921,1.26792,0.55775,0.38483,0.41136,0.29055,1.12999,1.34597,1.20809,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
80,71015.8,1.19865,1.43732,1.2655,0.55948,0.38601,0.41261,0.29134,1.12917,1.34261,1.20705,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
81,71893.9,1.19842,1.44026,1.26712,0.55914,0.38606,0.41408,0.29256,1.12833,1.34006,1.20615,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
82,72769.6,1.19661,1.43257,1.26514,0.56012,0.38588,0.41513,0.29344,1.12779,1.33717,1.20521,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
83,73646.6,1.19412,1.4304,1.2639,0.55891,0.38772,0.41654,0.29435,1.12704,1.33408,1.20412,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
84,74522.5,1.19615,1.42722,1.26332,0.55909,0.38903,0.41777,0.29556,1.12635,1.33093,1.20339,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
85,75399.5,1.19382,1.42737,1.26298,0.55596,0.39071,0.41862,0.29634,1.1257,1.32839,1.20241,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
86,76276.3,1.19362,1.42504,1.26296,0.56403,0.39058,0.41965,0.29692,1.12527,1.3253,1.20171,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
87,77155.9,1.19303,1.42235,1.26141,0.56066,0.39,0.42042,0.29761,1.12511,1.32348,1.20124,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
88,78040,1.19047,1.41668,1.25959,0.56074,0.39183,0.42148,0.29838,1.12431,1.32109,1.20026,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
