epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
77,76401.5,1.2028,1.45382,1.2755,0.54943,0.39217,0.41156,0.28796,1.13624,1.35904,1.21878,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
78,77392.8,1.20207,1.44781,1.27485,0.54701,0.3934,0.41269,0.28879,1.13521,1.35569,1.21777,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
79,78383.7,1.19968,1.44316,1.27416,0.54641,0.3943,0.41378,0.2895,1.13469,1.35205,1.2171,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
80,79374.8,1.19806,1.43972,1.27193,0.54739,0.39511,0.41471,0.29024,1.13369,1.34866,1.21622,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
81,80365.4,1.19822,1.44457,1.27187,0.55258,0.39529,0.41598,0.29131,1.13293,1.34523,1.21524,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
82,81356.2,1.19705,1.43646,1.27023,0.5561,0.39491,0.41726,0.29199,1.1321,1.34184,1.21399,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
83,82347.6,1.19421,1.4358,1.27053,0.55339,0.39691,0.41816,0.29313,1.13151,1.3382,1.21304,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
84,83339.1,1.19648,1.43104,1.26889,0.55802,0.39925,0.41949,0.29441,1.1305,1.33464,1.21188,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
85,84330.7,1.19391,1.43007,1.26864,0.55659,0.39935,0.42028,0.29499,1.12991,1.33119,1.21088,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
86,85321.5,1.19411,1.42703,1.26898,0.56027,0.39867,0.42104,0.29584,1.12902,1.32849,1.21,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
87,86313.1,1.19462,1.42531,1.26762,0.55914,0.40096,0.42253,0.29684,1.12807,1.32452,1.20902,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
