epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
51,28915.4,1.23548,1.52617,1.30272,0.54074,0.36472,0.38289,0.26704,1.16203,1.4169,1.24542,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
52,29484.4,1.23304,1.52372,1.30062,0.5405,0.36581,0.38338,0.26698,1.16153,1.41731,1.24489,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
53,30057,1.23082,1.52124,1.29849,0.5448,0.36674,0.38448,0.26834,1.16104,1.41787,1.24411,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
54,30627,1.23078,1.5189,1.29907,0.54548,0.3703,0.38502,0.26919,1.16022,1.41771,1.24331,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
55,31193.2,1.22991,1.51605,1.29731,0.55232,0.36864,0.38603,0.27004,1.15917,1.41699,1.24219,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
56,31749.1,1.22799,1.51259,1.29485,0.55132,0.36685,0.38635,0.27028,1.15812,1.41698,1.24104,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
57,32305.5,1.22485,1.50801,1.29193,0.55127,0.36735,0.38688,0.27064,1.15734,1.41639,1.23993,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
58,32869.9,1.22664,1.50433,1.29381,0.55663,0.36607,0.38753,0.27124,1.15662,1.41621,1.23911,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
59,33425.6,1.22297,1.50023,1.29247,0.55642,0.36658,0.38799,0.27215,1.15645,1.41545,1.23842,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
60,33976.3,1.22285,1.49872,1.29188,0.55613,0.36752,0.38873,0.27288,1.15584,1.41474,1.23762,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
61,34534.6,1.22304,1.49647,1.29033,0.55915,0.36782,0.38938,0.27302,1.15478,1.41335,1.23657,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
62,35114.6,1.21987,1.49284,1.28825,0.55782,0.36864,0.39012,0.27395,1.15407,1.4117,1.23554,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
63,35690.2,1.22081,1.49047,1.28802,0.55726,0.36918,0.39074,0.27444,1.15344,1.41021,1.23459,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
64,36268.3,1.21813,1.48612,1.28661,0.55669,0.36968,0.39163,0.2753,1.15235,1.40837,1.23364,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
65,36820.7,1.21942,1.48491,1.28551,0.55928,0.37038,0.3929,0.27575,1.15137,1.40606,1.23265,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
66,37385.4,1.2152,1.48211,1.28531,0.55949,0.37198,0.39398,0.27623,1.15046,1.40387,1.23161,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
